HydroCode,OBJECTID,BoreID,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Latitude,longitude
GW027174.1.1,220285,10042562,348.14,NGS,0.0,1.22,348.14,346.92,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-31.4634,150.2
GW015944.1.1,140365,10031223,265.67,NGS,13.72,14.33,251.95,251.34,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.9009,150.244
GW037801.1.1,326265,10055140,374.78,NGS,12.19,12.8,362.59,361.98,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.0857,150.923
GW902447.1.1,801937,10146175,265.82,NGS,6.0,7.0,259.82,258.82,GRVL,,Gravel m/sand some clay l/stone good,NSW Hydstra,1,,,,,,,,,-30.9531,150.285
GW061376.1.1,442322,10076560,398.77,NGS,2.0,12.0,396.77,386.77,CLAY,,Clay red,NSW Hydstra,1,,,,,,,,,-30.9712,150.89
GW009056.1.1,92421,10024398,318.14,NGS,0.0,121.92,318.14,196.22,ALVM,,Alluvium nominal,NSW Hydstra,1,,,,,,,,,-31.1198,150.035
GW000990.1.1,8961,10016339,167.79,NGS,254.81,263.96,-87.02,-96.17,SHLE,,Shale sandy light,NSW Hydstra,1,,,,,,,,,-30.5804,148.614
GW030889.1.1,263464,10046984,162.26,NGS,277.3,287.4,-115.04,-125.14,SDSN,,Sandstone grey hard water supply,NSW Hydstra,1,,,,,,,,,-30.5245,148.656
GW968711.1.1,825204,10150326,189.38,NGS,25.0,28.3,164.38,161.08,SAND,,"Sand & gravel, very coarse",NSW Hydstra,1,,,,,,,,,-30.236,149.433
GW035900.1.1,288237,10051951,362.34,NGS,6.09,7.62,356.25,354.72,SAND,,Sand granitic water supply,NSW Hydstra,1,,,,,,,,,-30.9756,150.878
GW014649.1.1,128817,10029934,343.19,NGS,13.11,18.9,330.08,324.29,ROCK,,Rock decomposed water supply,NSW Hydstra,1,,,,,,,,,-31.0157,149.659
GW900658.1.1,788445,10144392,534.83,NGS,31.0,35.6,503.83,499.23,UNKN,,Shale,NSW Hydstra,1,,,,,,,,,-31.2908,150.772
GW030122.1.1,244504,10045684,210.5,NGS,51.85,53.38,158.65,157.12,GRVL,,"Gravel & sand; fine to coarse brown gravel, & light brown sand, 50/50",D Roberts - WC&IC,2,,,,,,,,,-30.3151,149.76
GW031730.1.1,269081,10047823,167.48,NGS,58.82,69.79,108.66,97.69,CLAY,,Clay bands,NSW Hydstra,1,,,,,,,,,-30.0109,149.117
GW018479.1.1,154517,10033744,264.86,NGS,10.06,14.48,254.8,250.38,GRVL,,Gravel fine-medium sand,NSW Hydstra,1,,,,,,,,,-30.9706,150.254
GW967855.1.1,818973,10149467,324.71,NGS,85.83,85.88,238.88,238.83,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.6167,150.179
GW967312.1.1,815494,10148896,192.64,NGS,2.0,4.0,190.64,188.64,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.2203,149.405
GW022347.1.1,183975,10037677,298.03,NGS,6.1,8.84,291.93,289.19,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.342,150.437
GW008428.1.1,88468,10023770,370.08,NGS,6.1,10.97,363.98,359.11,CLAY,,Clay compacted gravel,NSW Hydstra,1,,,,,,,,,-31.2337,150.658
GW000907.1.1,8221,10016256,226.72,NGS,50.29,65.53,176.43,161.19,SDSN,,Sandstone yellow,NSW Hydstra,1,,,,,,,,,-30.3979,149.602
GW968390.1.1,823215,10150005,348.08,NGS,39.0,40.0,309.08,308.08,SLSN,,Siltstone (coaly),A dawkins - GeoTerra,2,,,,,,,,,-30.9841,150.116
GW021265.1.1,174568,10036532,198.9,NGS,42.4,43.62,156.5,155.28,SAND,,"Sand; yellow-brown, very coarse & fine gravel; subrounded quartz, feldspar (10%) & rock chip-s (5%)",D Woolley,2,,,,,,,,,-30.1793,149.598
GW036547.1.1,309457,10053342,313.0,NGS,34.0,36.0,279.0,277.0,CLAY,,"Clay; brown, extremely sandy, very fine","I Krumins, WRC",2,,,,,,,,,-31.2095,149.931
GW025340.3.1,205586,10040669,197.9,NGS,1.52,3.05,196.38,194.85,CLAY,,Clay dark brown,NSW Hydstra,1,,,,,,,,,-30.2832,149.481
GW051008.1.1,391141,10066214,676.67,NGS,0.0,2.5,676.67,674.17,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.5006,150.447
GW036598.1.1,311958,10053460,245.3,NGS,107.3,111.2,138.0,134.1,CLAY,,Clay puggy,NSW Hydstra,1,,,,,,,,,-30.7573,150.047
GW010462.1.1,98683,10025787,135.92,NGS,39.62,44.2,96.3,91.72,SAND,,Sand water bearing,NSW Hydstra,1,,,,,,,,,-30.0637,148.273
GW036388.1.1,304247,10053035,144.51,NGS,112.6,113.0,31.91,31.51,CLAY,,Clay large stones,NSW Hydstra,1,,,,,,,,,-30.0276,148.609
GW036218.2.1,297040,10052605,169.3,NGS,9.15,10.68,160.15,158.62,SDCY,,"Sandy clay; extremely sandy & gravelly up to 5mm, light grey brown",I Krumins - WC&IC,2,,,,,,,,,-30.0315,149.154
GW050127.1.1,387624,10065341,414.2,NGS,15.24,20.42,398.96,393.78,BSLT,,Basalt grey hard,NSW Hydstra,1,,,,,,,,,-31.1631,150.877
GW065088.1.1,457764,10079584,345.87,NGS,12.0,14.0,333.87,331.87,UNKN,,Light orange clay,NSW Hydstra,1,,,,,,,,,-31.3479,149.883
GW027497.1.1,222653,10042885,190.79,NGS,30.78,34.13,160.01,156.66,GRVL,,Gravel,NSW Hydstra,1,,,,,,,,,-30.2148,149.42
GW037295.1.1,323199,10054642,263.28,NGS,6.7,10.97,256.58,252.31,CLAY,,Clay yellow,NSW Hydstra,1,,,,,,,,,-30.9401,150.267
GW012148.1.1,112319,10027463,218.29,NGS,10.97,12.49,207.32,205.8,CLAY,,Clay some gravel,NSW Hydstra,1,,,,,,,,,-30.2909,149.8
GW030345.1.1,252472,10046159,220.9,NGS,60.96,64.01,159.94,156.89,GRVL,,Gravel claybound,NSW Hydstra,1,,,,,,,,,-30.4084,149.896
GW030002.1.1,239282,10045373,286.8,NGS,53.38,59.48,233.42,227.32,GRVL,,"Gravel; fine & medium, brown, quartzite, lavas, etc",D Roberts - WC&IC,2,,,,,,,,,-31.2526,150.49
GW969992.1.1,834126,10151622,421.89,NGS,0.0,0.6,421.89,421.29,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.411,150.726
GW036389.1.1,304267,10053038,342.1,NGS,68.0,71.0,274.1,271.1,CLAY,,Clay light brown silty some gravel,NSW Hydstra,1,,,,,,,,,-31.559,150.274
GW062446.1.1,446627,10077328,179.71,NGS,58.83,60.66,120.88,119.05,SAND,,Sand white very fine fine-medium,NSW Hydstra,1,,,,,,,,,-30.0537,149.329
GW068373.1.1,465012,10082448,354.96,NGS,19.0,23.0,335.96,331.96,SAND,,White sand fine and small gravel clean,NSW Hydstra,1,,,,,,,,,-31.3761,149.868
GW024491.1.1,195111,10039784,399.81,NGS,25.3,27.43,374.51,372.38,SHLE,,Shale hard,NSW Hydstra,1,,,,,,,,,-31.089,150.858
GW004064.1.1,42352,10019415,169.36,NGS,467.86,477.01,-298.5,-307.65,20,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.1243,149.076
GW068139.1.1,463796,10082235,215.22,NGS,16.2,17.1,199.02,198.12,GRVL,,Gravel & clay,NSW Hydstra,1,,,,,,,,,-30.3522,149.746
GW016732.1.1,144336,10032005,731.4,NGS,10.36,21.34,721.04,710.06,SHLE,,Shale hard,NSW Hydstra,1,,,,,,,,,-30.5304,150.419
GW025326.3.1,204687,10040585,195.8,NGS,91.5,93.03,104.3,102.77,SAND,,"Sand; light brown, medium to coarse, some fine gravel & fine sand",F Kalf - WC&IC,2,,,,,,,,,-30.1532,149.552
GW968358.1.1,822848,10149973,501.52,NGS,79.0,89.0,422.52,412.52,SHLE,,Shale & sandstone,NSW Hydstra,1,,,,,,,,,-30.3774,150.595
GW968588.1.1,824555,10150203,311.43,NGS,5.0,9.0,306.43,302.43,CLAY,,"Clay, medium, tan brown, firm",NSW Hydstra,1,,,,,,,,,-31.4201,150.351
GW071952.1.1,476753,10084810,516.51,NGS,0.0,0.3,516.51,516.21,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-31.0631,150.995
GW018817.1.1,156425,10034081,369.18,NGS,5.49,7.62,363.69,361.56,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-31.0715,150.88
GW068431.1.1,465382,10082496,164.2,NGS,1.82,5.79,162.38,158.41,UNKN,,Grey & brown clay,NSW Hydstra,1,,,,,,,,,-30.0234,149.071
GW044016.1.1,357849,10059440,1070.62,NGS,0.3,2.74,1070.32,1067.88,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.9073,151.415
GW021481.3.4,179598,10036808,189.4,NGS,29.28,32.33,160.12,157.07,GRVL,,"Gravel; as above, some brown clay cuttings",C Forbse - WC&IC,2,,,,,,,,,-30.2576,149.422
GW030183.1.1,246989,10045821,340.6,NGS,30.5,32.03,310.1,308.57,CLAY,,"Clay; carbonaceous, dark grey & black",D Roberts - WC&IC,2,,,,,,,,,-31.4862,150.606
GW044532.1.1,359455,10059941,465.1,NGS,21.95,41.45,443.15,423.65,ROCK,,Rock hard water supply,NSW Hydstra,1,,,,,,,,,-30.8454,150.742
GW036405.2.1,304824,10053077,144.7,NGS,91.5,93.03,53.2,51.67,CLAY,,"Clay; light brown and pale grey, silty, some gravel, fine",I. Krumins,2,,,,,,,,,-29.9829,148.611
GW030381.2.1,253667,10046262,304.8,NGS,25.91,27.43,278.89,277.37,CLAY,,"Clay; orange-brown, fine to coarse very sandy and fine to coarse gravelly (angular to sub-rounded, jasper, basalt smoky quartz and siltstone)","l. Drury, WC&IC",2,,,,,,,,,-31.394,150.443
GW061334.1.1,442110,10076518,433.4,NGS,0.0,0.3,433.4,433.1,SOIL,,Soil surface,NSW Hydstra,1,,,,,,,,,-31.2129,150.844
GW034928.1.1,283263,10050984,256.16,NGS,32.91,35.05,223.25,221.11,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-30.8923,150.141
GW064737.1.1,457352,10079247,225.45,NGS,0.0,1.2,225.45,224.25,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.3932,149.911
GW015875.1.1,140011,10031154,154.66,NGS,37.19,48.16,117.47,106.5,CLAY,,Clay red,NSW Hydstra,1,,,,,,,,,-29.9365,148.888
GW965402.1.1,806721,10146985,281.7,NGS,29.0,35.0,252.7,246.7,CLAY,,Red clay,NSW Hydstra,1,,,,,,,,,-30.9875,150.446
GW034816.1.1,282547,10050872,345.87,NGS,46.33,48.76,299.54,297.11,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-31.427,150.077
GW030445.3.1,256402,10046440,202.8,NGS,49.1,65.2,153.7,137.6,SAND,,Sand grey gravel fine,NSW Hydstra,1,,,,,,,,,-30.2748,149.595
GW071968.1.1,476802,10084822,278.85,NGS,78.9,90.2,199.95,188.65,SDSN,,White sandstone,NSW Hydstra,1,,,,,,,,,-30.9037,149.851
GW901685.1.1,795844,10145418,282.53,NGS,9.5,21.5,273.03,261.03,GRVL,,Gravel & stone - blue,NSW Hydstra,1,,,,,,,,,-30.9793,150.447
GW029339.1.1,234682,10044714,187.18,NGS,60.65,63.39,126.53,123.79,GRVL,,Gravel sand medium,NSW Hydstra,1,,,,,,,,,-30.1987,149.375
GW062358.1.1,445899,10077240,336.88,NGS,19.7,20.3,317.18,316.58,GRVL,,Gravel claybound,NSW Hydstra,1,,,,,,,,,-31.4626,150.593
GW058103.1.1,424023,10073292,356.97,NGS,38.0,40.0,318.97,316.97,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-31.1173,150.084
GW902121.1.1,800048,10145851,509.57,NGS,15.5,16.7,494.07,492.87,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.2472,151.016
GW901076.1.1,791942,10144810,273.0,NGS,28.0,30.0,245.0,243.0,UNKN,,Orange and brown clay,NSW Hydstra,1,,,,,,,,,-31.0014,150.364
GW969638.1.1,831165,10151264,499.9,NGS,51.7,52.0,448.2,447.9,BSLT,,"Basalt, water bearing",NSW Hydstra,1,,,,,,,,,-31.043,150.933
GW047825.1.1,374264,10063056,321.84,NGS,13.1,21.0,308.74,300.84,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.2357,149.881
GW030232.1.1,248530,10045920,228.7,NGS,84.73,86.87,143.97,141.83,CLAY,,Clay greenish shaley,NSW Hydstra,1,,,,,,,,,-30.4582,149.964
GW021435.4.4,178534,10036732,204.8,NGS,57.91,59.13,146.89,145.67,SAND,,Sand fine,NSW Hydstra,1,,,,,,,,,-30.287,149.588
GW069028.1.1,468349,10082999,425,NGS,5.4,13.6,419.6,411.4,GRNT,,Soft granite,NSW Hydstra,1,,,,,,,,,-31.013,150.959
GW062363.1.1,445908,10077245,259.17,NGS,34.0,35.5,225.17,223.67,SAND,,Sand small gravel water supply,NSW Hydstra,1,,,,,,,,,-30.8043,150.224
GW969710.1.1,831636,10151336,323.83,NGS,61.3,61.8,262.53,262.03,COAL,,Coal,NSW Hydstra,1,,,,,,,,,-31.2511,150.312
GW025329.4.1,204894,10040604,196.2,NGS,79.3,80.83,116.9,115.37,SAND,,"Sand; fine to medium, brown, & fine rounded gravel, mainly quartz",Unknown - WC&IC,2,,,,,,,,,-30.1895,149.545
GW968033.1.1,820397,10149644,423.73,NGS,15.8,17.7,407.93,406.03,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-31.1884,150.86
GW036023.2.1,289917,10052109,185.3,NGS,51.82,53.34,133.48,131.96,CLAY,,"Clay; 60% light brown, sand 40% medium",WC&IC,2,,,,,,,,,-30.1932,149.328
GW036549.1.1,309612,10053346,258.5,NGS,109.0,110.0,149.5,148.5,MDSN,,"Mudstone - very soft weathered to clay, light grey",I. Krumins,2,,,,,,,,,-30.8545,149.93
GW001602.1.1,14874,10016951,252.01,NGS,56.69,60.35,195.32,191.66,CGLM,,Conglomerate water supply,NSW Hydstra,1,,,,,,,,,-30.7293,150.166
GW068536.1.1,466017,10082587,457.59,NGS,2.0,10.0,455.59,447.59,GRNT,,Weatherite granite,NSW Hydstra,1,,,,,,,,,-30.9997,150.98
GW004556.1.1,52982,10019907,132.0,NGS,41.76,54.86,90.24,77.14,UNKN,,Red,NSW Hydstra,1,,,,,,,,,-30.0287,148.116
GW010636.1.1,100396,10025960,229.49,NGS,56.08,136.24,173.41,93.25,SDSN,,Sandstone water supply,NSW Hydstra,1,,,,,,,,,-30.4273,149.498
GW901991.1.1,799085,10145722,395.74,NGS,17.0,20.0,378.74,375.74,BNST,,Brown shale,NSW Hydstra,1,,,,,,,,,-31.0555,150.84
GW036220.1.1,297179,10052610,169.1,NGS,1.52,9.14,167.58,159.96,CLAY,,Clay dark brown,NSW Hydstra,1,,,,,,,,,-29.9632,149.159
GW028529.1.1,228858,10043904,201.64,NGS,85.34,89.91,116.3,111.73,SAND,,Sand gravel,NSW Hydstra,1,,,,,,,,,-30.2009,149.62
GW024545.1.1,195353,10039838,182.73,NGS,26.52,30.18,156.21,152.55,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.237,149.303
GW030478.1.1,257673,10046519,217.4,NGS,14.0,15.0,203.4,202.4,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.3429,149.822
GW036549.1.1,309621,10053346,258.5,NGS,105.0,107.0,153.5,151.5,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.8545,149.93
GW053887.1.1,404312,10069087,431.36,NGS,19.0,30.0,412.36,401.36,BSLT,,Basalt very hard,NSW Hydstra,1,,,,,,,,,-31.1545,151.0
GW058811.1.1,426893,10073999,548.76,NGS,14.9,15.2,533.86,533.56,BSLT,,Basalt water supply,NSW Hydstra,1,,,,,,,,,-31.4673,150.852
GW968369.1.1,822933,10149984,310.03,NGS,52.0,59.0,258.03,251.03,CLAY,,"Clay, gritty, red",NSW Hydstra,1,,,,,,,,,-31.4225,150.462
GW036218.2.1,297054,10052605,169.3,NGS,38.13,42.7,131.17,126.6,CLAY,,Clay, medium brown,I Krumins - WC&IC,2,,,,,,,,-30.0315,149.154
GW027013.1.1,219234,10042403,192.94,NGS,26.51,31.69,166.43,161.25,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-30.2129,149.447
GW071579.1.1,475371,10084512,310.65,NGS,42.5,57.7,268.15,252.95,UNKN,,Brown silty clay,NSW Hydstra,1,,,,,,,,,-31.3145,150.065
GW900719.1.1,788894,10144453,272.83,NGS,35.9,42.0,236.93,230.83,UNKN,,Small washed gravel and coarse sand,NSW Hydstra,1,,,,,,,,,-30.9518,150.387
GW053162.1.1,400504,10068364,457.97,NGS,22.56,28.65,435.41,429.32,GRNT,,Granite small weathered fractured,NSW Hydstra,1,,,,,,,,,-31.0223,151.072
GW021433.3.4,178420,10036724,201,NGS,53.04,82.3,147.96,118.7,SAND,,Sand grey gravel fine,NSW Hydstra,1,,,,,,,,,-30.2526,149.595
GW047750.1.1,373880,10062981,339.21,NGS,40.0,70.0,299.21,269.21,SDSN,,Sandstone yellow soft water supply,NSW Hydstra,1,,,,,,,,,-31.5043,150.273
GW036044.1.1,290948,10052175,177.2,NGS,48.77,50.292,128.43,126.908,CLAY,,"Clay; grey, sandy (medium)",WC&IC (I Krumins ??),2,,,,,,,,,-29.9987,149.312
GW062356.1.1,445872,10077238,233.18,NGS,29.0,32.0,204.18,201.18,SAND,,Sand claybound gravel,NSW Hydstra,1,,,,,,,,,-30.5051,149.989
GW031729.1.1,269031,10047822,166.61,NGS,46.93,49.68,119.68,116.93,SAND,,Sand slightly clayey fine,NSW Hydstra,1,,,,,,,,,-30.0084,149.128
GW070431.1.1,470817,10083490,181.55,NGS,22.86,26.82,158.69,154.73,UNKN,,Brown clay,NSW Hydstra,1,,,,,,,,,-30.0858,149.311
GW058942.1.1,427709,10074129,315.0,NGS,12.2,15.2,302.8,299.8,BSLT,,Basalt soft,NSW Hydstra,1,,,,,,,,,-31.4956,150.457
GW967986.1.1,820080,10149597,489.43,NGS,0.3,4.8,489.13,484.63,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.2098,150.8
GW031956.1.1,270121,10048049,372.52,NGS,3.05,4.57,369.47,367.95,GRVL,,Gravel waterworn,NSW Hydstra,1,,,,,,,,,-30.7662,150.733
GW042561.1.1,349874,10057995,255.31,NGS,0.0,1.21,255.31,254.1,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.8684,150.141
GW027286.1.1,220976,10042674,195.77,NGS,65.53,74.37,130.24,121.4,SAND,,Sand clayey fine-medium,NSW Hydstra,1,,,,,,,,,-30.1784,149.544
GW967710.1.1,818109,10149324,507.01,NGS,17.0,40.8,490.01,466.21,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-30.8388,150.793
GW965958.1.1,809615,10147531,201.39,NGS,92.9,95.4,108.49,105.99,SNDY,,Fine to coarse grey sand,NSW Hydstra,1,,,,,,,,,-30.2085,149.61
GW970121.1.1,834874,10151751,559.15,NGS,8.2,32.0,550.95,527.15,GRNT,,Granite,NSW Hydstra,1,,,,,,,,,-31.0266,150.992
GW009381.1.1,93376,10024720,547.87,NGS,0.0,12.19,547.87,535.68,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-31.3051,149.597
GW901279.1.1,793275,10145013,582.89,NGS,16.4,61.0,566.49,521.89,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-30.491,150.675
GW968764.1.1,825410,10150379,556.8,NGS,0.6,4.9,556.2,551.9,SHLE,,"Shale, loose, brown",NSW Hydstra,1,,,,,,,,,-31.2962,151.04
GW004692.1.1,55964,10020043,159.65,NGS,520.8,539.7,-361.15,-380.05,SDSN,,Sandstone water supply,NSW Hydstra,1,,,,,,,,,-30.3445,148.847
GW030805.1.1,262279,10046900,408.61,NGS,9.0,9.3,399.61,399.31,CLAY,,Clay gravel,NSW Hydstra,1,,,,,,,,,-31.0829,151.034
GW006868.1.1,71682,10022211,494.4,NGS,47.55,49.38,446.85,445.02,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.5112,149.845
GW030000.1.1,239222,10045371,286.8,NGS,44.2,45.72,242.6,241.08,CLAY,,Clay grey fine sandy silt,NSW Hydstra,1,,,,,,,,,-31.2554,150.475
GW036203.2.1,296556,10052562,268.6,NGS,7.3,9.4,261.3,259.2,CLAY,,Clay light brown grey,NSW Hydstra,1,,,,,,,,,-31.0637,150.327
GW021110.1.1,171169,10036374,416.84,NGS,48.77,64.62,368.07,352.22,CLAY,,Clay gravel bands,NSW Hydstra,1,,,,,,,,,-31.5679,149.895
GW063072.1.1,450266,10077958,297.3,NGS,0.0,1.5,297.3,295.8,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-31.3284,150.441
GW030028.1.1,239992,10045435,364.6,NGS,20.73,29.87,343.87,334.73,GRVL,,Gravel water bearing,NSW Hydstra,1,,,,,,,,,-31.5404,150.663
GW900162.1.1,784968,10143896,206.39,NGS,19.1,22.2,187.29,184.19,UNKN,,Blue clay,NSW Hydstra,1,,,,,,,,,-30.2617,149.675
GW016199.1.1,141769,10031477,494.01,NGS,60.35,70.41,433.66,423.6,BSLT,,Basalt hard,NSW Hydstra,1,,,,,,,,,-31.3823,150.144
GW965471.1.1,807097,10147032,168.9,NGS,14.6,16.5,154.3,152.4,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.2503,149.048
GW039488.1.1,338071,10056756,140,NGS,216.0,262.0,-76,-122,SHLE,,Hard shale,NSW Hydstra,1,,,,,,,,,-30.697,149.032
GW966747.1.1,812104,10148323,626.81,NGS,0.2,1.6,626.61,625.21,CLAY,,Brown clay,NSW Hydstra,1,,,,,,,,,-30.7855,150.893
GW003291.1.1,29749,10018640,354.61,NGS,26.82,39.62,327.79,314.99,ROCK,,Rock water bearing,NSW Hydstra,1,,,,,,,,,-31.0001,150.646
GW969845.1.1,833162,10151471,339.57,NGS,4.0,5.0,335.57,334.57,SDSN,,"Sandstone; light reddish-grey, fine grained, pebbly oxidised",NSW Hydstra,1,,,,,,,,,-30.5891,150.151
GW003998.1.1,41112,10019347,222.66,NGS,27.43,33.95,195.23,188.71,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.3807,149.594
GW030793.1.1,262181,10046889,417.42,NGS,0.0,2.0,417.42,415.42,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.067,151.051
GW046756.1.1,367761,10061994,190.56,NGS,11.28,12.5,179.28,178.06,SAND,,Sand very clayey medium-coarse,NSW Hydstra,1,,,,,,,,,-30.1804,149.417
GW020598.1.1,166568,10035854,272,NGS,7.62,10.36,264.38,261.64,SAND,,Sand gravel,NSW Hydstra,1,,,,,,,,,-30.9579,150.359
GW007923.1.1,78654,10023265,305.5,NGS,0.0,18.29,305.5,287.21,SOIL,,Soil black nominal,NSW Hydstra,1,,,,,,,,,-31.1534,149.884
GW968801.1.1,825674,10150416,245.31,NGS,1.0,3.0,244.31,242.31,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.3998,149.805
GW902656.1.1,803286,10146362,153.64,NGS,46.9,49.3,106.74,104.34,SAND,,Brown sand (well graded),NSW Hydstra,1,,,,,,,,,-29.9295,148.853
GW070029.1.1,469281,10083173,391.32,NGS,9.0,18.0,382.32,373.32,UNKN,,Decomposed basalt,NSW Hydstra,1,,,,,,,,,-31.3132,149.827
GW036591.1.1,311642,10053449,306.29,NGS,7.0,8.0,299.29,298.29,CLAY,,"Clay & gravel; clay, 90% dark brown, and gravel, 10% up to 12mm, some concretions as for 3-4m","I. Krumins, WRC",2,,,,,,,,,-31.1623,149.898
GW004518.1.1,52341,10019869,131.0,NGS,74.37,78.33,56.63,52.67,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.2415,148.099
GW036660.1.1,314382,10053571,273.8,NGS,107.0,109.0,166.8,164.8,GRVL,,Gravel water bearing coarse,NSW Hydstra,1,,,,,,,,,-30.8927,149.856
GW026682.1.1,216669,10042072,402.31,NGS,36.27,50.6,366.04,351.71,ROCK,,Rock,NSW Hydstra,1,,,,,,,,,-31.4734,150.398
GW036379.1.1,304100,10053018,357.1,NGS,3.6,25.0,353.5,332.1,GRVL,,Gravel claybound basalt stones large,NSW Hydstra,1,,,,,,,,,-31.5479,150.221
GW969869.1.1,833402,10151499,350.33,NGS,11.0,12.0,339.33,338.33,SLSN,,"Siltstone (weathered), dark grey, with some sandy clay, brown",NSW Hydstra,1,,,,,,,,,-30.7546,150.718
GW068372.1.1,464993,10082447,382.8,NGS,20.0,21.0,362.8,361.8,SDSN,,Weathered sandstone with basalt,NSW Hydstra,1,,,,,,,,,-31.3511,149.851
GW902594.1.1,802802,10146301,272.42,NGS,40.5,42.6,231.92,229.82,CLAY,,Mostly clayey sand and gravel,NSW Hydstra,1,,,,,,,,,-31.127,150.368
GW093042.1.1,503650,10092091,378.63,NGS,8.5,9.0,370.13,369.63,SHLE,,Shale yellow,NSW Hydstra,1,,,,,,,,,-31.1023,150.933
GW012999.1.1,119426,10028297,438.11,NGS,9.45,14.02,428.66,424.09,GRNT,,Granite decomposed,NSW Hydstra,1,,,,,,,,,-31.0512,151.052
GW002987.1.1,26345,10018336,164.75,NGS,47.55,55.17,117.2,109.58,SHLE,,Shale grey,NSW Hydstra,1,,,,,,,,,-30.462,148.749
GW063723.1.1,451649,10078233,179.35,NGS,29.57,32.31,149.78,147.04,SAND,,Sand white gravel,NSW Hydstra,1,,,,,,,,,-30.0473,149.331
GW061648.1.1,443644,10076831,166.11,NGS,12.19,28.35,153.92,137.76,SAND,,Sand gravel,NSW Hydstra,1,,,,,,,,,-30.0398,149.098
GW902047.1.1,799502,10145778,190.99,NGS,23.5,28.3,167.49,162.69,20,,Sandy clay,NSW Hydstra,1,,,,,,,,,-30.2239,149.457
GW021080.1.1,170230,10036332,427.69,NGS,60.35,65.53,367.34,362.16,SDSN,,Sandstone water supply,NSW Hydstra,1,,,,,,,,,-31.5551,149.873
GW028545.1.1,228918,10043920,300.86,NGS,59.74,60.96,241.12,239.9,GRVL,,Gravel dirty,NSW Hydstra,1,,,,,,,,,-31.3509,150.442
GW045608.1.1,364045,10060997,196.31,NGS,22.56,24.08,173.75,172.23,CLAY,,Clay yellow,NSW Hydstra,1,,,,,,,,,-30.2218,149.521
GW967201.1.1,814706,10148781,459.92,NGS,0.3,4.6,459.62,455.32,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.2153,150.822
GW036219.2.1,297083,10052608,169.1,NGS,82.3,86.87,86.8,82.23,SHLE,,Shale coloured,NSW Hydstra,1,,,,,,,,,-30.0048,149.16
GW901855.1.1,797632,10145588,174.88,NGS,0.0,1.22,174.88,173.66,UNKN,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.2257,149.182
GW969554.1.1,830640,10151180,450.12,NGS,25.9,26.2,424.22,423.92,BSLT,,"Basalt, water bearing",NSW Hydstra,1,,,,,,,,,-31.0636,150.573
GW036094.3.1,293168,10052325,231.3,NGS,27.43,28.96,203.87,202.34,GRVL,,"Gravel & sand & clay; gravel 40% (light brown, 2-20mm, sub-rounded, fair sorting, mineralogy as above) and sand 40% (brown, fine to coarse) and clay 20% (light brown)","George Gates, WC&IC",2,,,,,,,,,-30.4915,149.983
