HydroCode,OBJECTID,BoreID,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Latitude,longitude
GW968390.1.1,823227,10150005,348.08,NGS,25.0,31.0,323.08,317.08,SLSN,,"Siltstone, fresh, dark grey",NSW Hydstra,1,,,,,,,,,-30.9841,150.116
GW030477.3.1,257650,10046517,294.2,NGS,115.9,118.95,178.3,175.25,SAND,,"Sand - light reddish brown, slightly clayey, fine to coarse mostly coarse, angular to subrounded, chert, jasper, feldspars and volcanic rock fragments.",J Ross - WC&IC,2,,,,,,,,,-31.1515,150.516
GW002103.1.1,19494,10017452,231.21,NGS,3.04,21.94,228.17,209.27,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.4573,149.44
GW020334.1.1,165208,10035590,350.21,NGS,0.0,48.77,350.21,301.44,UNKN,,Water supply,NSW Hydstra,1,,,,,,,,,-31.5131,150.448
GW053764.1.1,403805,10068965,257.58,NGS,15.2,15.3,242.38,242.28,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.9018,150.16
GW902598.1.1,802873,10146305,272.37,NGS,40.2,41.7,232.17,230.67,SAND,,Sand and gravel with some clay bands,NSW Hydstra,1,,,,,,,,,-31.1215,150.365
GW038033.1.1,328186,10055369,271.59,NGS,33.52,35.05,238.07,236.54,SAND,,Sand coarse water supply,NSW Hydstra,1,,,,,,,,,-31.1015,150.346
GW900874.1.1,790153,10144608,250.22,NGS,58.0,63.0,192.22,187.22,UNKN,,Sandy clay and gravel,NSW Hydstra,1,,,,,,,,,-30.8087,150.1
GW035187.1.1,284612,10051243,327.81,NGS,1.22,5.49,326.59,322.32,CLAY,,Clay grey,NSW Hydstra,1,,,,,,,,,-31.5384,150.583
GW005999.1.1,64021,10021345,294.23,NGS,46.02,65.53,248.21,228.7,SDSN,,Sandstone white water supply,NSW Hydstra,1,,,,,,,,,-30.1262,149.873
GW967834.1.1,818828,10149446,299.93,NGS,1.0,3.0,298.93,296.93,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.747,149.855
GW053395.1.1,401709,10068597,197.79,NGS,63.0,69.4,134.79,128.39,SAND,,Sand veined clay water supply,NSW Hydstra,1,,,,,,,,,-30.2415,149.537
GW030232.1.1,248523,10045920,228.7,NGS,8.53,12.19,220.17,216.51,CLAY,,Clay gravel,NSW Hydstra,1,,,,,,,,,-30.4582,149.964
GW033767.1.1,278467,10049834,334.15,NGS,8.69,8.83,325.46,325.32,LMSN,,Limestone very hard,NSW Hydstra,1,,,,,,,,,-31.5865,150.366
GW030307.1.1,251304,10046095,279.5,NGS,45.4,45.7,234.1,233.8,GRVL,,Gravel large dry clay,NSW Hydstra,1,,,,,,,,,-30.9784,150.457
GW902670.1.1,803370,10146376,222.28,NGS,42.0,45.0,180.28,177.28,UNKN,,Fine sand,NSW Hydstra,1,,,,,,,,,-30.415,149.925
GW025145.4.1,200676,10040304,179.9,NGS,0.0,1.53,179.9,178.37,CLAY,,Clay, dark brown to dark grey,F Kalf - WC&IC,2.0,,,,,,,,-30.0587,149.315
GW965843.1.1,809230,10147417,515.92,NGS,0.0,0.3,515.92,515.62,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.2738,150.867
GW002683.1.1,24061,10018032,329.91,NGS,18.28,23.77,311.63,306.14,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.7412,149.833
